name,address,latitude,longitude,details,phone,time,offdate,parking,babycar,pet
이마트트레이더스 송림,인천광역시 동구 봉수대로 82,37.48311106,126.6603635,-,032-722-1234,10:00~23:00,월2회,가능,,
블루독 베이비 롯데안산,경기 안산시 단원구 고잔1길 12,37.31805552,126.8345133,-,031-412-2545,10:30~20:00,,가능,,
갤럭시라이프스타일 수원점,경기도 수원시 팔달구 덕영대로 924,37.26610061,127.0006858,-,031-240-1461,10:30~21:00,명절,가능,,
자라 롯데몰 수원점,경기도 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-1650,10:30~22:00,,가능,,
LF 닥스 현대김포,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 134호",37.59728888,126.7852461,-,031-8048-2134,10:30~21:00,,가능,,
미우미우 롯데 광주점,광주광역시 동구 독립로 268,35.15459613,126.9121968,-,062-221-1297,10:30~20:00,명절,가능,,
메트로시티 롯데안산,경기 안산시 단원구 고잔1길 12,37.31805552,126.8345133,-,031-412-7703,10:30~20:00,,가능,,
이마트 김천,경상북도 김천시 시청로 75 (신음동),36.13497559,128.1168532,-,054-420-1234,10:00~23:00,월2회 수요일,가능,,
프라다 롯데 광주점,광주광역시 동구 독립로 268 1층,35.15459613,126.9121968,-,,10:30~20:30,,가능,,
이마트 만촌,대구광역시 수성구 동원로 136 (만촌동),35.87120395,128.6372173,-,010-3813-3990,10:00~23:00,"2,4주 일요일",가능,,
지오다노 롯데 광명점,경기도 광명시 일직로 17,37.42324698,126.8839476,-,02-6226-2368,11:00~21:00,명절,가능,,
게스 롯데광명,경기도 광명시 일직로 17,37.42324698,126.8839476,-,02-6226-2756,11:00~21:00,명절,가능,,
휠라 부산광복,부산광역시 중구 광복로 76-2,35.09844268,129.0331789,-,010-3754-7719,10:30~21:00,명절,불가능,,
비너스 롯데 수원,경기 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-2839,10:30~20:00,,가능,,
스케처스 롯데수원,경기 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-2313,10:30~20:00,,가능,,
록시땅 롯데수원,경기 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-9201,10:30~20:00,,가능,,
갤럭시라이프스타일 롯데 관악점,서울특별시 관악구 봉천로 209,37.49054823,126.9249975,-,02-3289-8483,10:30~20:00,명절,가능,,
바쏘 롯데아울렛 가산점,서울특별시 금천구 벚꽃로 278,37.47954323,126.8846459,-,02-2623-2205,11:00~20:30,명절,가능,,
이마트 영천,경상북도 영천시 최무선로 83 (오수동),35.95847692,128.9100158,-,054-330-1234,10:00~22:00,월2회 수요일,가능,,
더페이스샵 목포,전라남도 목포시 영산로75번길 21-1,34.79112834,126.3840441,-,061-245-2764,10:00~21:00,,불가능,,
세컨드런,경기 김포시 고촌읍아라육로152번길100,37.59728888,126.7852461,-,031-8048-2171,10:30~21:00,,가능,,
아크리스,경기 김포시 고촌읍 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2253,10:30~21:00,,가능,,
코치,경기 김포시 고촌읍아라육로152번길100,37.59728888,126.7852461,-,031-8048-2265,10:30~21:00,,가능,,
에트로,경기 김포시 고촌읍아라육로152번길100,37.59728888,126.7852461,-,031-8048-2206,10:30-21:00,,가능,,
브루넬로쿠치넬리,경기 김포시 고촌읍아라육로152번길100,37.59728888,126.7852461,-,031-8048-2204,10:30~21:00,,가능,,
쉬즈미스,경기 김포시 고촌읍 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2466,10:30~21:00,,가능,,
데무,경기 광명시 일직로17 2층,37.42324698,126.8839476,-,02-6226-2226,11:00~21:00,명절,가능,,
콜롬비아,경기 김포시 고촌읍 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2ㅑ07,10:30~21:00,,가능,,
스페셜 라이지드,경기 김포시 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2705,10:30-21:00,,가능,,
몽블랑 현대아울렛 송도점,인천광역시 연수구 송도국제대로 123,37.38280322,126.6579998,-,032-727-2120,10:30~21:00,,가능,,
나이키 롯데남악,전라남도 무안군 삼향읍 남악로162번길 80(롯데백화점아울렛 남악점 3층 나이키코너),34.80214508,126.4641006,-,061-801-2326,11:00~21:00,,가능,,
나이키 롯데대전,"대전광역시 서구 계룡로 598, 7층",36.34072237,127.389579,-,042-601-2639,10:30~20:00,"명절, 정기휴무일",가능,,
모다아울렛 진주2점,경상남도 진주시 삼일로95번길 46,35.13215255,128.0984846,-,055-923-1100,11:00~21:00,,가능,,
모다아울렛 경주3점,경상북도 경주시 산업로 4954-1,35.9180628,129.2449098,-,054-620-6503,11:00~21:00,,가능,,
톰보이 롯데김해,경상남도 김해시 장유로 469 롯데아울렛 김해점 2층,35.18510146,128.8296221,-,055-900-2452,11:00~21:00,명절,가능,,
이마트 울산,울산광역시 남구 남중로 48 (삼산동),35.53805758,129.3484282,-,052-220-1234,10:00~23:00,"2주 수요일, 4주 일요일",가능,,
티파니 신세계센텀,부산광역시 해운대구 센텀남대로 35 (우동) 신세계백화점센텀시티점 1층,35.16885602,129.129552,-,051-747-1837,11:00~20:00,"정기휴무일,명절",가능,,
정관장 청주성안길,충청북도 청주시 상당구 남사로 129-1 (남문로2가),36.63221021,127.4896898,-,043-257-2304,10:00~21:00,명절,가능,,
올젠 롯데광명,"경기도 광명시 일직로 17 (일직동,4층)",37.42324698,126.8839476,-,02-6226-2461,11:00~21:00,명절,가능,,
대현 모조에스핀 롯데김해,경상남도 김해시 장유로 469 (신문동) 롯데아울렛 김해,35.18510146,128.8296221,-,055-900-2529,11:00~21:00,명절,가능,,
네파 롯데광교,"경기도 수원시 영통구 도청로 10, 2층(이의동)",37.28606872,127.0554914,-,031-8064-2213,11:00~21:00,명절,가능,,
ER 동아 강북,대구광역시 북구 칠곡중앙대로 416,35.93303143,128.54904,-,053-320-3300,10:30~21:00,명절,가능,,
티파니 롯데부산,부산광역시 부산진구 가야대로 772 (부전동) 롯데백화점 1층,35.15733373,129.0559892,-,02-6116-3455,10:30~20:00,,가능,,
다이소 부산남포,"부산광역시 중구 구덕로 46(남포동4가,지하1층~지하4층)",35.09850374,129.0309541,-,051-242-3788,09:00~22:00,명절,불가능,,
레고 현대김포,경기도 김포시 고촌읍 아라육로152번길 100(3층동 3층 575 레고샵),37.59728888,126.7852461,-,031-8048-2575,10:30~21:00,,가능,,
몽블랑 롯데 수원점,경기도 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-0184,10:30~20:00,,가능,,
이마트 연수,인천광역시 연수구 경원대로 184,37.40427058,126.6811332,-,032-820-1234,10:00~23:00,월2회 일요일,가능,,
모다아울렛 행담도점,충청남도 당진시 서해안고속도로 276,36.94097371,126.8095426,-,041-970-2409,10:00~20:00,명절,가능,,
이마트 동인천,인천광역시 중구 인중로 134 (신생동),37.46660965,126.629139,-,032-451-1234,10:00~23:00,월2회,가능,,
게스 신세계부산,"부산광역시 기장군 장안읍 정관로 1133, 235호 (부산프리미엄아울렛)",35.32385172,129.2349941,-,051-940-1235,10:30~21:00,명절,가능,,
디올 롯데 부산점,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,-,051-810-4190,10:30~20:00,월1회,가능,,
핫트랙스 가든파이브점,서울특별시 송파구 충민로 66,37.4776672,127.1249769,-,02-448-9961,10:30~20:30,"명절, 정기휴점일",가능,,
네스프레소 현대 대구점,대구광역시 중구 달구벌대로 2077 2층,35.86667027,128.5906549,-,053-245-2246,10:30~20:00,명절,가능,,
홈플러스 동래,부산광역시 동래구 중앙대로 1523 (온천동),35.22132989,129.0856044,-,051-559-8121,10:00~23:00,"2,4주 일요일",가능,,
컨버스 건대커먼그라운드,"서울특별시 광진구 아차산로 200, 1층(자양동)",37.54147817,127.065636,-,02-2122-1158,11:00~22:00,명절,가능,,
홈플러스 화성동탄,경기도 화성시 동탄중앙로 200 (반송동),37.20300633,127.0677009,-,031-8015-7000,10:00~24:00,"2,4주 일요일",가능,,
이마트 검단,인천광역시 서구 서곶로 754,37.5849856,126.6762425,-,032-440-1234,10:00~23:00,"2,4주 일요일",가능,,
노스페이스 현대김포,경기도 김포시 고촌읍 아라육로 152번길 100,37.59728888,126.7852461,-,031-8048-2811,10:30~21:00,,가능,,
이니스프리 청주로데오,충북 청주시 상당구 북문로1가 성안로 6,36.63646804,127.4889092,-,043-221-6545,10:00~22:00,,불가능,,
LF 닥스ACC 현대김포,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 151호",37.59728888,126.7852461,-,031-8048-2152,10:30-21:00,,가능,,
올리브영 현대아울렛가산,서울특별시 금천구 디지털로10길 9,37.4776713,126.8890706,-,02-2136-9721,11:00~21:00,명절,가능,,
스타일난다 가로수,서울특별시 강남구 압구정로8길 22,37.52232128,127.0222461,-,02-544-7724,11:00~22:00,명절,가능,,
이마트트레이더스 월평,대전광역시 서구 한밭대로 580 (월평동),36.3577755,127.3629254,-,042-718-1234,10:00~21:00,"2,4주 일요일",가능,,
루이비통 신세계센텀,부산광역시 해운대구 센텀남대로 35 (우동) 신세계백화점센텀시티점 1층,35.16885602,129.129552,-,02-3432-1854,11:00~20:00,정기휴무일,가능,,
MUJI 롯데몰수원,경기도 수원시 권선구 세화로 134,37.26422854,126.9973084,-,031-8066-9208,10:30~22:00,,가능,,
SI 보브 현대김포,경기도 김포시 고촌읍 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2720,10:30~21:00,,가능,,
ER 동아 수성,대구광역시 수성구 지범로 191,35.82111524,128.6403851,-,053-780-2207,10:00~21:00,명절,가능,,
이마트 여수,전라남도 여수시 좌수영로 277 (오림동),34.75813502,127.7150251,-,061-650-1065,10:00~23:00,"2,4주 일요일",가능,,
비아델루쏘 롯데평촌,경기도 안양시 동안구 시민대로 180 (호계동) 롯데백화점 1층,37.39003813,126.9504369,-,010-4419-5030,10:30~19:30,,가능,,
나이키 롯데분당,"경기도 성남시 분당구 황새울로200번길 45, 4층(수내동,롯데백화점)",37.37850073,127.1143334,-,031-738-2524,10:30~20:30,"명절, 정기휴점일",가능,,
올젠 현대가든파이브,"서울특별시 송파구 충민로 66, 4층",37.4776672,127.1249769,-,02-2673-2451,10:30-21:00,"명절, 정기휴점일",가능,,
홈플러스 화성향남,경기도 화성시 향남읍 향남로 402,37.13078431,126.9218689,-,031-8059-8700,10:00~24:00,"2,4주 일요일",가능,,
이마트 펜타포트,충청남도 천안시 서북구 공원로 196 (불당동),36.79847584,127.1014452,-,041-537-9123,10:00~22:00,월2회 일요일,가능,,
휠라키즈 현대김포,"경기도 김포시 고촌읍 아라육로152번길 100, 3층",37.59728888,126.7852461,-,031-8048-2595,10:30~21:00,,가능,,
이마트 천안,충청남도 천안시 서북구 충무로 187 (쌍용동),36.79597381,127.1271151,-,041-620-1234,10:00~23:00,월2회 일요일,가능,,
뉴월드_신제주점,제주특별자치도 제주시 연동 294-2,33.48537868,126.49339,-,064-745-4600,01:00~24:00,,가능,,
나이스클랍_롯데(아)서울역점,서울특별시 중구 한강대로 405 (봉래동2가),37.55454163,126.9717664,-,,11:00~21:00,,가능,,
랄프로렌_롯데잠실지점,서울특별시 송파구 올림픽로 240(잠실동),37.51238212,127.0976312,-,02-2143-7732,10:30-20:00,,가능,,
ABC마트 경성대점,부산광역시 남구 수영로 300,35.13671739,129.0992555,-,051-463-1688,09:00~17:00,,가능,,
로가디스 롯데아울렛 광명점,경기도 광명시 일직로 17,37.42324698,126.8839476,-,02-6226-2437,11:00~21:00,명절,가능,,
아이스크림 안경원,"서울특별시 강남구 강남대로84길 23 1층(역삼동, 한라클래식)",37.49718268,127.0304016,-,02-567-1935,09:30-21:30,"명절, 1,3주 일요일",가능,,
마크앤로나 신세계아울렛 파주점,경기도 파주시 필승로 200,37.76940615,126.6965244,-,02-302-0506,10:30~21:00,명절,가능,,
롯데백화점 본점,서울특별시 중구 남대문로 81,37.56478229,126.9817486,#NAME?,1577-0001,"월~목 10:30~20:00 / 금,토,일 10:30~20:30",,가능,,
이마트 전주,전북특별자치도 전주시 완산구 당산로 111 (서신동),35.83263395,127.1204638,-,063-259-1052,10:00~23:00,일요일 격주로,가능,,
나이키 용산아이파크,"서울특별시 용산구 한강대로23길 55, 6층(한강로3가, 아이파크몰)",37.52982493,126.9647566,-,02-2012-4623,11:00~20:30,,가능,,
ER NC백화점 강서,서울특별시 강서구 강서로56길 17,37.55998587,126.8405116,-,02-2667-9000,10:30~22:00,"명절, 월1회 월요일",가능,,
파라부트 한남,서울특별시 용산구 이태원로 228-1,37.53550822,126.999245,-,02-3785-1907,11:00~21:00,,불가능,,
룰루레몬 롯데 본점,서울특별시 중구 남대문로 81 3층,37.56478229,126.9817486,-,,10:30-20:00,명절,가능,,
블랙야크 롯데김해,경상남도 김해시 장유로 469 (신문동) 롯데아울렛 김해,35.18510146,128.8296221,-,055-900-2738,11:00~21:00,명절,가능,,
ABC마트 ST부천심곡점,경기도 부천시 원미구 부천로 32,37.48707945,126.7837077,-,032-656-8989,10:30~22:00,,불가능,,
ER 뉴코아아울렛 인천논현,인천광역시 남동구 청능대로 596,37.40067457,126.7256626,-,032-454-8000,10:00~21:00,월2회,가능,,
홈플러스스토어즈 울산북구,울산광역시 북구 신답로 26 (상안동),35.63008605,129.3448509,-,052-290-2000,10:00~24:00,"2주 수요일, 4주 일요일",가능,,
피플 제주시청,"제주특별자치도 제주시 신성로13길 19, 1층(이도이동)",33.49858891,126.5299559,-,064-7230-4330,11:00~24:00,,불가능,,
에스핏(목포),전남 목포시 수문로 20번길 7,34.79258094,126.3835524,-,061-243-7544,10:00~21:00,,불가능,,
제시카 두타,"서울특별시 중구 장충단로 275, 3층 8호",37.56891007,127.0088293,-,,10:30~24:00,명절,가능,,
현대백화점 판교,경기도 성남시 분당구 판교역로146번길 20,37.39284625,127.1121027,-,031-517-3402,10:30~20:00,"명절, 정기휴점일",가능,,
한섬 DKNY 롯데이천,경기도 이천시 호법면 프리미엄아울렛로 177-74(롯데프리미엄아울렛),37.24227722,127.4000447,-,,10:30~21:00,연2회,가능,,
미꼬쥬얼리 신세계센텀,부산광역시 해운대구 센텀남대로 35,35.16885602,129.129552,-,051-745-2261,11:00~20:00,명절,가능,,
루이비통 현대대구,대구광역시 중구 달구벌대로 2077 (계산동2가) 현대백화점,35.86667027,128.5906549,-,,10:30~20:00,"월1회 월요일, 명절",가능,,
스파이더 신제주,제주특별자치도 제주시 신광로 39(연동),33.48861161,126.4903318,-,,10:00~21:30,,불가능,,
루첸리 롯데부산,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,-,051-810-4150,10:30~20:00,월1회 월요일,가능,,
NBA 롯데몰군산,"전북특별자치도 군산시 조촌로 130, 2층(조촌동, 롯데아울렛 군산점)",35.97645821,126.7391551,-,,11:00~21:00,정기휴무일,가능,,
모이몰른 제주지하,"제주특별자치도 제주시 중앙로 지하 60, 262호",33.51318999,126.5246422,-,064-759-8858,10:30~21:00,명절,불가능,,
다이소 제주연동,제주특별자치도 제주시 신대로 105,33.48796179,126.4968785,-,,10:00~22:00,,가능,,
㈜러쉬코리아 경리단길 스파,서울특별시 용산구 회나무로42길 10 2층,37.540727,126.9956619,-,02-790-7561,10:00-22:00,,불가능,,
LF 닥스M 롯데청량리,서울특별시 동대문구 왕산로 214 (전농동) 롯데백화점,37.58055108,127.0474754,-,,10:30~20:00,,가능,,
에르메스 신라호텔,서울특별시 중구 동호로 249,37.55886674,127.0061409,-,,08:00~19:00,명절,가능,,
구찌 현대 코엑스점,서울특별시 강남구 테헤란로 517,37.50866798,127.0597791,-,,10:30~20:00,명절,가능,,
셀덴,제주특별자치도 제주시 중앙로 60 제주중앙지하상가 249호,33.5128678,126.5244505,-,064-722-6742,10:00~21:00,명절,불가능,,
라코스테부천점,경기도 부천시 원미구 부천로 31-1 (심곡동),37.4872683,126.7830911,-,032-653-2187,10:00~22:00,명절,불가능,,
캉골,강원도 강릉시 금성로56번길 8,37.75265743,128.895028,-,033-647-2241,10:00-21:00,,불가능,,
반클리프아펠 신세계 본점,서울특별시 중구 소공로 63,37.5609966,126.9810182,-,,10:30~20:00,명절,가능,,
압구정톡스앤필의원,"서울특별시 강남구 논현로168길 18 (신사동, 동산빌딩 5층)",37.52381846,127.0296898,-,02-542-4842,10:30-20:30,"명절, 공휴일",가능,,
